id,timestamp,test,file_size,download_mbps,upload_mbps,latency_ms,loaded_latency_ms,jitter_ms,server,status,error_msg
3279,2026-06-14T12:54:50.917773+00:00,cloudflare_full,large,351.05,99.9,93.85,,6.19,Cloudflare,ok,
3280,2026-06-14T12:54:50.929440+00:00,cdn_hetzner,small,361.7,,,,,Hetzner,ok,
3281,2026-06-14T12:54:50.941052+00:00,cdn_hetzner,medium,385.67,,,,,Hetzner,ok,
3282,2026-06-14T12:54:50.955702+00:00,cdn_hetzner,large,377.84,,,,,Hetzner,ok,
3283,2026-06-14T12:54:50.967955+00:00,cdn_ovh,small,67.77,,,,,OVH,ok,
3284,2026-06-14T12:54:50.979950+00:00,cdn_ovh,medium,286.22,,,,,OVH,ok,
3285,2026-06-14T12:54:50.992250+00:00,cdn_ovh,large,407,,,,,OVH,ok,
3286,2026-06-14T12:54:51.004611+00:00,cdn_vultr,small,390.58,,,,,Vultr,ok,
3287,2026-06-14T12:54:51.016915+00:00,cdn_vultr,medium,403.3,,,,,Vultr,ok,
3288,2026-06-14T12:54:51.028993+00:00,cdn_vultr,large,395.84,,,,,Vultr,ok,
3289,2026-06-14T13:25:30.725165+00:00,cloudflare_full,small,69.26,59.26,87.45,,7.48,Cloudflare,ok,
3290,2026-06-14T13:25:30.737703+00:00,cloudflare_full,medium,268.58,97.68,87.45,86.28,7.48,Cloudflare,ok,
3291,2026-06-14T13:25:30.749593+00:00,cloudflare_full,large,350.08,98.15,87.45,,7.48,Cloudflare,ok,
3292,2026-06-14T13:25:30.761562+00:00,cdn_hetzner,small,381.46,,,,,Hetzner,ok,
3293,2026-06-14T13:25:30.775712+00:00,cdn_hetzner,medium,383.43,,,,,Hetzner,ok,
3294,2026-06-14T13:25:30.787569+00:00,cdn_hetzner,large,384.44,,,,,Hetzner,ok,
3295,2026-06-14T13:25:30.799267+00:00,cdn_ovh,small,60.27,,,,,OVH,ok,
3296,2026-06-14T13:25:30.811228+00:00,cdn_ovh,medium,285.6,,,,,OVH,ok,
3297,2026-06-14T13:25:30.825298+00:00,cdn_ovh,large,407.4,,,,,OVH,ok,
3298,2026-06-14T13:25:30.836999+00:00,cdn_vultr,small,400.16,,,,,Vultr,ok,
3299,2026-06-14T13:25:30.848995+00:00,cdn_vultr,medium,403.21,,,,,Vultr,ok,
3300,2026-06-14T13:25:30.861090+00:00,cdn_vultr,large,394.58,,,,,Vultr,ok,
3301,2026-06-14T13:56:20.692032+00:00,cloudflare_full,small,77.94,60.45,87.06,,8.11,Cloudflare,ok,
3302,2026-06-14T13:56:20.705272+00:00,cloudflare_full,medium,239.95,97.45,87.06,83.3,8.11,Cloudflare,ok,
3303,2026-06-14T13:56:20.717346+00:00,cloudflare_full,large,358.45,98.82,87.06,,8.11,Cloudflare,ok,
3304,2026-06-14T13:56:20.729729+00:00,cdn_hetzner,small,370.09,,,,,Hetzner,ok,
3305,2026-06-14T13:56:20.741434+00:00,cdn_hetzner,medium,386.03,,,,,Hetzner,ok,
3306,2026-06-14T13:56:20.753879+00:00,cdn_hetzner,large,376.55,,,,,Hetzner,ok,
3307,2026-06-14T13:56:20.767872+00:00,cdn_ovh,small,66.74,,,,,OVH,ok,
3308,2026-06-14T13:56:20.780302+00:00,cdn_ovh,medium,291.64,,,,,OVH,ok,
3309,2026-06-14T13:56:20.792647+00:00,cdn_ovh,large,409.17,,,,,OVH,ok,
3310,2026-06-14T13:56:20.816564+00:00,cdn_vultr,small,402.09,,,,,Vultr,ok,
3311,2026-06-14T13:56:20.828664+00:00,cdn_vultr,medium,401.25,,,,,Vultr,ok,
3312,2026-06-14T13:56:20.842164+00:00,cdn_vultr,large,402.39,,,,,Vultr,ok,
3313,2026-06-14T14:27:16.043320+00:00,cloudflare_full,small,62.45,56.29,83.98,,2.58,Cloudflare,ok,
3314,2026-06-14T14:27:16.056084+00:00,cloudflare_full,medium,223.54,95.34,83.98,84.36,2.58,Cloudflare,ok,
3315,2026-06-14T14:27:16.069427+00:00,cloudflare_full,large,361.53,100.9,83.98,,2.58,Cloudflare,ok,
3316,2026-06-14T14:27:16.086366+00:00,cdn_hetzner,small,373.01,,,,,Hetzner,ok,
3317,2026-06-14T14:27:16.097874+00:00,cdn_hetzner,medium,385.88,,,,,Hetzner,ok,
3318,2026-06-14T14:27:16.109610+00:00,cdn_hetzner,large,374.6,,,,,Hetzner,ok,
3319,2026-06-14T14:27:16.121395+00:00,cdn_ovh,small,69.65,,,,,OVH,ok,
3320,2026-06-14T14:27:16.133137+00:00,cdn_ovh,medium,256.65,,,,,OVH,ok,
3321,2026-06-14T14:27:16.144620+00:00,cdn_ovh,large,407.09,,,,,OVH,ok,
3322,2026-06-14T14:27:16.156440+00:00,cdn_vultr,small,389.55,,,,,Vultr,ok,
3323,2026-06-14T14:27:16.168324+00:00,cdn_vultr,medium,403.09,,,,,Vultr,ok,
3324,2026-06-14T14:27:16.180148+00:00,cdn_vultr,large,376.88,,,,,Vultr,ok,
3325,2026-06-14T14:58:00.865264+00:00,cloudflare_full,small,78.61,56.79,88.34,,5.44,Cloudflare,ok,
3326,2026-06-14T14:58:00.877914+00:00,cloudflare_full,medium,278.02,97.47,88.34,88.84,5.44,Cloudflare,ok,
3327,2026-06-14T14:58:00.890184+00:00,cloudflare_full,large,348.23,98.47,88.34,,5.44,Cloudflare,ok,
3328,2026-06-14T14:58:00.907051+00:00,cdn_hetzner,small,376.3,,,,,Hetzner,ok,
3329,2026-06-14T14:58:00.919080+00:00,cdn_hetzner,medium,386,,,,,Hetzner,ok,
3330,2026-06-14T14:58:00.931338+00:00,cdn_hetzner,large,381.22,,,,,Hetzner,ok,
3331,2026-06-14T14:58:00.954706+00:00,cdn_ovh,small,63.1,,,,,OVH,ok,
3332,2026-06-14T14:58:00.966044+00:00,cdn_ovh,medium,287.11,,,,,OVH,ok,
3333,2026-06-14T14:58:00.977397+00:00,cdn_ovh,large,406.9,,,,,OVH,ok,
3334,2026-06-14T14:58:00.989032+00:00,cdn_vultr,small,399.56,,,,,Vultr,ok,
3335,2026-06-14T14:58:01.000440+00:00,cdn_vultr,medium,368.32,,,,,Vultr,ok,
3336,2026-06-14T14:58:01.011850+00:00,cdn_vultr,large,395.86,,,,,Vultr,ok,
3337,2026-06-14T15:28:50.892805+00:00,cloudflare_full,small,71.28,59.35,89.12,,9.88,Cloudflare,ok,
3338,2026-06-14T15:28:50.905195+00:00,cloudflare_full,medium,285.37,98.76,89.12,84.29,9.88,Cloudflare,ok,
3339,2026-06-14T15:28:50.917197+00:00,cloudflare_full,large,346.78,98.49,89.12,,9.88,Cloudflare,ok,
3340,2026-06-14T15:28:50.928320+00:00,cdn_hetzner,small,380.99,,,,,Hetzner,ok,
3341,2026-06-14T15:28:50.940354+00:00,cdn_hetzner,medium,386.92,,,,,Hetzner,ok,
3342,2026-06-14T15:28:50.951869+00:00,cdn_hetzner,large,354.42,,,,,Hetzner,ok,
3343,2026-06-14T15:28:50.963867+00:00,cdn_ovh,small,66.08,,,,,OVH,ok,
3344,2026-06-14T15:28:50.975027+00:00,cdn_ovh,medium,287.35,,,,,OVH,ok,
3345,2026-06-14T15:28:50.987127+00:00,cdn_ovh,large,399.76,,,,,OVH,ok,
3346,2026-06-14T15:28:50.998741+00:00,cdn_vultr,small,402.77,,,,,Vultr,ok,
3347,2026-06-14T15:28:51.010314+00:00,cdn_vultr,medium,401.26,,,,,Vultr,ok,
3348,2026-06-14T15:28:51.022346+00:00,cdn_vultr,large,402.22,,,,,Vultr,ok,
3349,2026-06-14T15:59:20.712475+00:00,cloudflare_full,small,62.37,58.16,85.21,,2.88,Cloudflare,ok,
3350,2026-06-14T15:59:20.725265+00:00,cloudflare_full,medium,263.72,98.21,85.21,84.18,2.88,Cloudflare,ok,
3351,2026-06-14T15:59:20.737128+00:00,cloudflare_full,large,350.46,102.16,85.21,,2.88,Cloudflare,ok,
3352,2026-06-14T15:59:20.749195+00:00,cdn_hetzner,small,374.09,,,,,Hetzner,ok,
3353,2026-06-14T15:59:20.772630+00:00,cdn_hetzner,medium,387.54,,,,,Hetzner,ok,
3354,2026-06-14T15:59:20.783847+00:00,cdn_hetzner,large,380.73,,,,,Hetzner,ok,
3355,2026-06-14T15:59:20.795160+00:00,cdn_ovh,small,61.08,,,,,OVH,ok,
3356,2026-06-14T15:59:20.806766+00:00,cdn_ovh,medium,252.6,,,,,OVH,ok,
3357,2026-06-14T15:59:20.818113+00:00,cdn_ovh,large,406.82,,,,,OVH,ok,
3358,2026-06-14T15:59:20.829336+00:00,cdn_vultr,small,400.47,,,,,Vultr,ok,
3359,2026-06-14T15:59:20.840711+00:00,cdn_vultr,medium,394.02,,,,,Vultr,ok,
3360,2026-06-14T15:59:20.852370+00:00,cdn_vultr,large,403.66,,,,,Vultr,ok,
3361,2026-06-14T16:30:20.677439+00:00,cloudflare_full,small,73.38,56.87,84.32,,3.99,Cloudflare,ok,
3362,2026-06-14T16:30:20.689996+00:00,cloudflare_full,medium,236.77,94.91,84.32,86.95,3.99,Cloudflare,ok,
3363,2026-06-14T16:30:20.701629+00:00,cloudflare_full,large,336.34,98.88,84.32,,3.99,Cloudflare,ok,
3364,2026-06-14T16:30:20.713415+00:00,cdn_hetzner,small,381.58,,,,,Hetzner,ok,
3365,2026-06-14T16:30:20.724978+00:00,cdn_hetzner,medium,377.74,,,,,Hetzner,ok,
3366,2026-06-14T16:30:20.736448+00:00,cdn_hetzner,large,386.75,,,,,Hetzner,ok,
3367,2026-06-14T16:30:20.748089+00:00,cdn_ovh,small,59.07,,,,,OVH,ok,
3368,2026-06-14T16:30:20.761428+00:00,cdn_ovh,medium,286.39,,,,,OVH,ok,
3369,2026-06-14T16:30:20.772888+00:00,cdn_ovh,large,405.82,,,,,OVH,ok,
3370,2026-06-14T16:30:20.784175+00:00,cdn_vultr,small,401.89,,,,,Vultr,ok,
3371,2026-06-14T16:30:20.795719+00:00,cdn_vultr,medium,404.64,,,,,Vultr,ok,
3372,2026-06-14T16:30:20.807410+00:00,cdn_vultr,large,396.33,,,,,Vultr,ok,
3373,2026-06-14T17:01:20.859700+00:00,cloudflare_full,small,73.1,57.42,93.31,,6.81,Cloudflare,ok,
3374,2026-06-14T17:01:20.876313+00:00,cloudflare_full,medium,271.5,91.95,93.31,87.94,6.81,Cloudflare,ok,
3375,2026-06-14T17:01:20.888317+00:00,cloudflare_full,large,356.02,98.4,93.31,,6.81,Cloudflare,ok,
3376,2026-06-14T17:01:20.901162+00:00,cdn_hetzner,small,375.45,,,,,Hetzner,ok,
3377,2026-06-14T17:01:20.929810+00:00,cdn_hetzner,medium,385.86,,,,,Hetzner,ok,
3378,2026-06-14T17:01:20.941959+00:00,cdn_hetzner,large,376.4,,,,,Hetzner,ok,
3379,2026-06-14T17:01:20.953313+00:00,cdn_ovh,small,71.63,,,,,OVH,ok,
3380,2026-06-14T17:01:20.965577+00:00,cdn_ovh,medium,281.9,,,,,OVH,ok,
3381,2026-06-14T17:01:20.977337+00:00,cdn_ovh,large,407.64,,,,,OVH,ok,
3382,2026-06-14T17:01:20.989634+00:00,cdn_vultr,small,395.72,,,,,Vultr,ok,
3383,2026-06-14T17:01:21.001096+00:00,cdn_vultr,medium,402.95,,,,,Vultr,ok,
3384,2026-06-14T17:01:21.013440+00:00,cdn_vultr,large,394.59,,,,,Vultr,ok,
3385,2026-06-14T17:31:51.188370+00:00,cloudflare_full,small,75.22,58.84,91,,8.83,Cloudflare,ok,
3386,2026-06-14T17:31:51.201139+00:00,cloudflare_full,medium,231.8,95.12,91,83.66,8.83,Cloudflare,ok,
3387,2026-06-14T17:31:51.213096+00:00,cloudflare_full,large,277.63,86.21,91,,8.83,Cloudflare,ok,
3388,2026-06-14T17:31:51.226813+00:00,cdn_hetzner,small,381.29,,,,,Hetzner,ok,
3389,2026-06-14T17:31:51.239290+00:00,cdn_hetzner,medium,378.03,,,,,Hetzner,ok,
3390,2026-06-14T17:31:51.251944+00:00,cdn_hetzner,large,386.15,,,,,Hetzner,ok,
3391,2026-06-14T17:31:51.264081+00:00,cdn_ovh,small,66.93,,,,,OVH,ok,
3392,2026-06-14T17:31:51.276661+00:00,cdn_ovh,medium,286.56,,,,,OVH,ok,
3393,2026-06-14T17:31:51.288417+00:00,cdn_ovh,large,406.53,,,,,OVH,ok,
3394,2026-06-14T17:31:51.301058+00:00,cdn_vultr,small,403.05,,,,,Vultr,ok,
3395,2026-06-14T17:31:51.313210+00:00,cdn_vultr,medium,401.6,,,,,Vultr,ok,
3396,2026-06-14T17:31:51.325865+00:00,cdn_vultr,large,398.43,,,,,Vultr,ok,
3397,2026-06-14T18:02:21.340786+00:00,cloudflare_full,small,65.62,58.96,96.99,,7.25,Cloudflare,ok,
3398,2026-06-14T18:02:21.355560+00:00,cloudflare_full,medium,263.01,95.29,96.99,89.36,7.25,Cloudflare,ok,
3399,2026-06-14T18:02:21.367734+00:00,cloudflare_full,large,348.26,99.95,96.99,,7.25,Cloudflare,ok,
3400,2026-06-14T18:02:21.391212+00:00,cdn_hetzner,small,346.46,,,,,Hetzner,ok,
3401,2026-06-14T18:02:21.402799+00:00,cdn_hetzner,medium,358.87,,,,,Hetzner,ok,
3402,2026-06-14T18:02:21.415047+00:00,cdn_hetzner,large,367.79,,,,,Hetzner,ok,
3403,2026-06-14T18:02:21.428687+00:00,cdn_ovh,small,71.14,,,,,OVH,ok,
3404,2026-06-14T18:02:21.440487+00:00,cdn_ovh,medium,292.29,,,,,OVH,ok,
3405,2026-06-14T18:02:21.452225+00:00,cdn_ovh,large,409.02,,,,,OVH,ok,
3406,2026-06-14T18:02:21.465382+00:00,cdn_vultr,small,376.85,,,,,Vultr,ok,
3407,2026-06-14T18:02:21.481940+00:00,cdn_vultr,medium,402.61,,,,,Vultr,ok,
3408,2026-06-14T18:02:21.492963+00:00,cdn_vultr,large,402.44,,,,,Vultr,ok,
3409,2026-06-14T18:33:01.168629+00:00,cloudflare_full,small,61.34,54.12,88.47,,6.1,Cloudflare,ok,
3410,2026-06-14T18:33:01.180687+00:00,cloudflare_full,medium,277.78,96.83,88.47,85.66,6.1,Cloudflare,ok,
3411,2026-06-14T18:33:01.192085+00:00,cloudflare_full,large,338.23,99.07,88.47,,6.1,Cloudflare,ok,
3412,2026-06-14T18:33:01.203697+00:00,cdn_hetzner,small,356.53,,,,,Hetzner,ok,
3413,2026-06-14T18:33:01.215439+00:00,cdn_hetzner,medium,356.11,,,,,Hetzner,ok,
3414,2026-06-14T18:33:01.227062+00:00,cdn_hetzner,large,360.09,,,,,Hetzner,ok,
3415,2026-06-14T18:33:01.238889+00:00,cdn_ovh,small,68.49,,,,,OVH,ok,
3416,2026-06-14T18:33:01.251019+00:00,cdn_ovh,medium,283.11,,,,,OVH,ok,
3417,2026-06-14T18:33:01.262324+00:00,cdn_ovh,large,400.65,,,,,OVH,ok,
3418,2026-06-14T18:33:01.274280+00:00,cdn_vultr,small,400.76,,,,,Vultr,ok,
3419,2026-06-14T18:33:01.285856+00:00,cdn_vultr,medium,401.78,,,,,Vultr,ok,
3420,2026-06-14T18:33:01.300566+00:00,cdn_vultr,large,401.68,,,,,Vultr,ok,
3421,2026-06-14T19:03:30.920795+00:00,cloudflare_full,small,58.84,60.55,92,,6.93,Cloudflare,ok,
3422,2026-06-14T19:03:30.933126+00:00,cloudflare_full,medium,285.48,97.8,92,86.06,6.93,Cloudflare,ok,
3423,2026-06-14T19:03:30.944301+00:00,cloudflare_full,large,344.5,99.4,92,,6.93,Cloudflare,ok,
3424,2026-06-14T19:03:30.955872+00:00,cdn_hetzner,small,383.06,,,,,Hetzner,ok,
3425,2026-06-14T19:03:30.967643+00:00,cdn_hetzner,medium,369.22,,,,,Hetzner,ok,
3426,2026-06-14T19:03:30.980982+00:00,cdn_hetzner,large,362.07,,,,,Hetzner,ok,
3427,2026-06-14T19:03:30.992742+00:00,cdn_ovh,small,68.74,,,,,OVH,ok,
3428,2026-06-14T19:03:31.004740+00:00,cdn_ovh,medium,243.48,,,,,OVH,ok,
3429,2026-06-14T19:03:31.016448+00:00,cdn_ovh,large,398.64,,,,,OVH,ok,
3430,2026-06-14T19:03:31.028124+00:00,cdn_vultr,small,401.77,,,,,Vultr,ok,
3431,2026-06-14T19:03:31.039925+00:00,cdn_vultr,medium,403.08,,,,,Vultr,ok,
3432,2026-06-14T19:03:31.051977+00:00,cdn_vultr,large,402.04,,,,,Vultr,ok,
3433,2026-06-14T19:34:01.554283+00:00,cloudflare_full,small,66.04,58.11,88.91,,7.13,Cloudflare,ok,
3434,2026-06-14T19:34:01.567049+00:00,cloudflare_full,medium,285.95,95.98,88.91,87.25,7.13,Cloudflare,ok,
3435,2026-06-14T19:34:01.578485+00:00,cloudflare_full,large,359.61,99.62,88.91,,7.13,Cloudflare,ok,
3436,2026-06-14T19:34:01.590631+00:00,cdn_hetzner,small,357.88,,,,,Hetzner,ok,
3437,2026-06-14T19:34:01.602768+00:00,cdn_hetzner,medium,365,,,,,Hetzner,ok,
3438,2026-06-14T19:34:01.614638+00:00,cdn_hetzner,large,375.22,,,,,Hetzner,ok,
3439,2026-06-14T19:34:01.626310+00:00,cdn_ovh,small,66.96,,,,,OVH,ok,
3440,2026-06-14T19:34:01.638202+00:00,cdn_ovh,medium,286.37,,,,,OVH,ok,
3441,2026-06-14T19:34:01.653355+00:00,cdn_ovh,large,311.57,,,,,OVH,ok,
3442,2026-06-14T19:34:01.665140+00:00,cdn_vultr,small,395.28,,,,,Vultr,ok,
3443,2026-06-14T19:34:01.677277+00:00,cdn_vultr,medium,402.74,,,,,Vultr,ok,
3444,2026-06-14T19:34:01.688740+00:00,cdn_vultr,large,402.51,,,,,Vultr,ok,
3445,2026-06-14T20:05:15.320907+00:00,cloudflare_full,small,73.54,58.12,88.28,,9.25,Cloudflare,ok,
3446,2026-06-14T20:05:15.333580+00:00,cloudflare_full,medium,242.78,96.3,88.28,87.58,9.25,Cloudflare,ok,
3447,2026-06-14T20:05:15.345376+00:00,cloudflare_full,large,353.89,98.43,88.28,,9.25,Cloudflare,ok,
3448,2026-06-14T20:05:15.357330+00:00,cdn_hetzner,small,333.31,,,,,Hetzner,ok,
3449,2026-06-14T20:05:15.369044+00:00,cdn_hetzner,medium,29.08,,,,,Hetzner,ok,
3450,2026-06-14T20:05:15.380642+00:00,cdn_hetzner,large,332,,,,,Hetzner,ok,
3451,2026-06-14T20:05:15.392402+00:00,cdn_ovh,small,65.67,,,,,OVH,ok,
3452,2026-06-14T20:05:15.404409+00:00,cdn_ovh,medium,189.81,,,,,OVH,ok,
3453,2026-06-14T20:05:15.416175+00:00,cdn_ovh,large,278.61,,,,,OVH,ok,
3454,2026-06-14T20:05:15.427890+00:00,cdn_vultr,small,399.63,,,,,Vultr,ok,
3455,2026-06-14T20:05:15.439768+00:00,cdn_vultr,medium,402.99,,,,,Vultr,ok,
3456,2026-06-14T20:05:15.451880+00:00,cdn_vultr,large,401.77,,,,,Vultr,ok,
3457,2026-06-14T20:36:05.903897+00:00,cloudflare_full,small,71.24,58.32,86.91,,6.47,Cloudflare,ok,
3458,2026-06-14T20:36:05.916576+00:00,cloudflare_full,medium,286.13,97.89,86.91,86.93,6.47,Cloudflare,ok,
3459,2026-06-14T20:36:05.930265+00:00,cloudflare_full,large,347.34,99.16,86.91,,6.47,Cloudflare,ok,
3460,2026-06-14T20:36:05.941850+00:00,cdn_hetzner,small,331.93,,,,,Hetzner,ok,
3461,2026-06-14T20:36:05.954266+00:00,cdn_hetzner,medium,221.82,,,,,Hetzner,ok,
3462,2026-06-14T20:36:05.966209+00:00,cdn_hetzner,large,188.56,,,,,Hetzner,ok,
3463,2026-06-14T20:36:05.978623+00:00,cdn_ovh,small,69.83,,,,,OVH,ok,
3464,2026-06-14T20:36:05.990297+00:00,cdn_ovh,medium,287.4,,,,,OVH,ok,
3465,2026-06-14T20:36:06.002767+00:00,cdn_ovh,large,265.07,,,,,OVH,ok,
3466,2026-06-14T20:36:06.017826+00:00,cdn_vultr,small,403.32,,,,,Vultr,ok,
3467,2026-06-14T20:36:06.030717+00:00,cdn_vultr,medium,401.74,,,,,Vultr,ok,
3468,2026-06-14T20:36:06.043205+00:00,cdn_vultr,large,402.03,,,,,Vultr,ok,
3469,2026-06-14T21:07:02.103241+00:00,cloudflare_full,small,72.45,58.38,85.32,,6.05,Cloudflare,ok,
3470,2026-06-14T21:07:02.118467+00:00,cloudflare_full,medium,279.49,94.96,85.32,100.33,6.05,Cloudflare,ok,
3471,2026-06-14T21:07:02.130456+00:00,cloudflare_full,large,347.94,97.19,85.32,,6.05,Cloudflare,ok,
3472,2026-06-14T21:07:02.142857+00:00,cdn_hetzner,small,288.92,,,,,Hetzner,ok,
3473,2026-06-14T21:07:02.154532+00:00,cdn_hetzner,medium,321.92,,,,,Hetzner,ok,
3474,2026-06-14T21:07:02.166819+00:00,cdn_hetzner,large,343.81,,,,,Hetzner,ok,
3475,2026-06-14T21:07:02.179279+00:00,cdn_ovh,small,68.57,,,,,OVH,ok,
3476,2026-06-14T21:07:02.191481+00:00,cdn_ovh,medium,273.87,,,,,OVH,ok,
3477,2026-06-14T21:07:02.203934+00:00,cdn_ovh,large,402.94,,,,,OVH,ok,
3478,2026-06-14T21:07:02.216077+00:00,cdn_vultr,small,402.5,,,,,Vultr,ok,
3479,2026-06-14T21:07:02.229538+00:00,cdn_vultr,medium,401.8,,,,,Vultr,ok,
3480,2026-06-14T21:07:02.241578+00:00,cdn_vultr,large,398.11,,,,,Vultr,ok,
3481,2026-06-14T21:38:01.693376+00:00,cloudflare_full,small,60.51,56.34,83.27,,4.39,Cloudflare,ok,
3482,2026-06-14T21:38:01.706220+00:00,cloudflare_full,medium,269.44,96.51,83.27,86.84,4.39,Cloudflare,ok,
3483,2026-06-14T21:38:01.718285+00:00,cloudflare_full,large,314.64,100.18,83.27,,4.39,Cloudflare,ok,
3484,2026-06-14T21:38:01.730660+00:00,cdn_hetzner,small,355.35,,,,,Hetzner,ok,
3485,2026-06-14T21:38:01.743169+00:00,cdn_hetzner,medium,340.36,,,,,Hetzner,ok,
3486,2026-06-14T21:38:01.755467+00:00,cdn_hetzner,large,303.35,,,,,Hetzner,ok,
3487,2026-06-14T21:38:01.767597+00:00,cdn_ovh,small,70.09,,,,,OVH,ok,
3488,2026-06-14T21:38:01.780106+00:00,cdn_ovh,medium,280.87,,,,,OVH,ok,
3489,2026-06-14T21:38:01.804714+00:00,cdn_ovh,large,406.82,,,,,OVH,ok,
3490,2026-06-14T21:38:01.816999+00:00,cdn_vultr,small,401.02,,,,,Vultr,ok,
3491,2026-06-14T21:38:01.828461+00:00,cdn_vultr,medium,403.7,,,,,Vultr,ok,
3492,2026-06-14T21:38:01.840762+00:00,cdn_vultr,large,403.65,,,,,Vultr,ok,
3493,2026-06-14T22:08:51.424868+00:00,cloudflare_full,small,62.9,59.08,88.05,,5.89,Cloudflare,ok,
3494,2026-06-14T22:08:51.439267+00:00,cloudflare_full,medium,287.26,97.67,88.05,86.75,5.89,Cloudflare,ok,
3495,2026-06-14T22:08:51.451143+00:00,cloudflare_full,large,359.65,100.67,88.05,,5.89,Cloudflare,ok,
3496,2026-06-14T22:08:51.463854+00:00,cdn_hetzner,small,378.78,,,,,Hetzner,ok,
3497,2026-06-14T22:08:51.477732+00:00,cdn_hetzner,medium,385.71,,,,,Hetzner,ok,
3498,2026-06-14T22:08:51.494483+00:00,cdn_hetzner,large,378.92,,,,,Hetzner,ok,
3499,2026-06-14T22:08:51.506539+00:00,cdn_ovh,small,60.5,,,,,OVH,ok,
3500,2026-06-14T22:08:51.518304+00:00,cdn_ovh,medium,82.53,,,,,OVH,ok,
3501,2026-06-14T22:08:51.529960+00:00,cdn_ovh,large,385.22,,,,,OVH,ok,
3502,2026-06-14T22:08:51.541763+00:00,cdn_vultr,small,400.71,,,,,Vultr,ok,
3503,2026-06-14T22:08:51.553789+00:00,cdn_vultr,medium,404.41,,,,,Vultr,ok,
3504,2026-06-14T22:08:51.565571+00:00,cdn_vultr,large,402.6,,,,,Vultr,ok,
3505,2026-06-14T22:39:20.687349+00:00,cloudflare_full,small,64.07,58.13,83.55,,4.67,Cloudflare,ok,
3506,2026-06-14T22:39:20.699849+00:00,cloudflare_full,medium,257.3,94.93,83.55,89.92,4.67,Cloudflare,ok,
3507,2026-06-14T22:39:20.711356+00:00,cloudflare_full,large,353.89,100.47,83.55,,4.67,Cloudflare,ok,
3508,2026-06-14T22:39:20.723110+00:00,cdn_hetzner,small,380.31,,,,,Hetzner,ok,
3509,2026-06-14T22:39:20.734587+00:00,cdn_hetzner,medium,386.53,,,,,Hetzner,ok,
3510,2026-06-14T22:39:20.746067+00:00,cdn_hetzner,large,386.03,,,,,Hetzner,ok,
3511,2026-06-14T22:39:20.760404+00:00,cdn_ovh,small,60.88,,,,,OVH,ok,
3512,2026-06-14T22:39:20.771926+00:00,cdn_ovh,medium,294.07,,,,,OVH,ok,
3513,2026-06-14T22:39:20.783568+00:00,cdn_ovh,large,406.85,,,,,OVH,ok,
3514,2026-06-14T22:39:20.795227+00:00,cdn_vultr,small,399.33,,,,,Vultr,ok,
3515,2026-06-14T22:39:20.807251+00:00,cdn_vultr,medium,401.37,,,,,Vultr,ok,
3516,2026-06-14T22:39:20.818495+00:00,cdn_vultr,large,394.17,,,,,Vultr,ok,
3517,2026-06-14T23:10:30.853825+00:00,cloudflare_full,small,69.8,58.88,86.95,,7.96,Cloudflare,ok,
3518,2026-06-14T23:10:30.866827+00:00,cloudflare_full,medium,235.57,93.45,86.95,78.1,7.96,Cloudflare,ok,
3519,2026-06-14T23:10:30.878795+00:00,cloudflare_full,large,345.85,101.25,86.95,,7.96,Cloudflare,ok,
3520,2026-06-14T23:10:30.890628+00:00,cdn_hetzner,small,379.99,,,,,Hetzner,ok,
3521,2026-06-14T23:10:30.903061+00:00,cdn_hetzner,medium,379.74,,,,,Hetzner,ok,
3522,2026-06-14T23:10:30.914979+00:00,cdn_hetzner,large,384.86,,,,,Hetzner,ok,
3523,2026-06-14T23:10:30.927051+00:00,cdn_ovh,small,71.1,,,,,OVH,ok,
3524,2026-06-14T23:10:30.938955+00:00,cdn_ovh,medium,291.57,,,,,OVH,ok,
3525,2026-06-14T23:10:30.950996+00:00,cdn_ovh,large,358.39,,,,,OVH,ok,
3526,2026-06-14T23:10:30.974614+00:00,cdn_vultr,small,401.49,,,,,Vultr,ok,
3527,2026-06-14T23:10:30.986081+00:00,cdn_vultr,medium,400.7,,,,,Vultr,ok,
3528,2026-06-14T23:10:30.997392+00:00,cdn_vultr,large,401.32,,,,,Vultr,ok,
3529,2026-06-14T23:40:50.607235+00:00,cloudflare_full,small,78.67,59.08,81.84,,7.28,Cloudflare,ok,
3530,2026-06-14T23:40:50.620265+00:00,cloudflare_full,medium,292.42,95.29,81.84,80.92,7.28,Cloudflare,ok,
3531,2026-06-14T23:40:50.631842+00:00,cloudflare_full,large,351.76,102.4,81.84,,7.28,Cloudflare,ok,
3532,2026-06-14T23:40:50.645792+00:00,cdn_hetzner,small,373.82,,,,,Hetzner,ok,
3533,2026-06-14T23:40:50.656847+00:00,cdn_hetzner,medium,385.03,,,,,Hetzner,ok,
3534,2026-06-14T23:40:50.670755+00:00,cdn_hetzner,large,378.49,,,,,Hetzner,ok,
3535,2026-06-14T23:40:50.682741+00:00,cdn_ovh,small,64.53,,,,,OVH,ok,
3536,2026-06-14T23:40:50.694516+00:00,cdn_ovh,medium,251.47,,,,,OVH,ok,
3537,2026-06-14T23:40:50.708219+00:00,cdn_ovh,large,408.4,,,,,OVH,ok,
3538,2026-06-14T23:40:50.719846+00:00,cdn_vultr,small,398.54,,,,,Vultr,ok,
